History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Branded clothing,Age,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,BMI,music,movie,fitness,expenditure
4.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,53.0,47.0,1.0,20.0
5.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,5.0,4.0,5.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,1.0,4.0,4.0,2.0,1.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,59.0,34.0,1.5,11.0
3.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,1.0,4.0,2.0,1.0,5.0,1.0,2.0,5.0,4.0,3.0,5.0,1.0,2.0,2.0,5.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,5.0,2.0,1.0,2.0,3.0,61.0,51.0,0.3333333333333333,22.0
1.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,49.0,32.0,0.8333333333333334,20.0
3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,4.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,5.0,3.0,3.0,1.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,64.0,47.0,0.75,10.0
4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,53.0,39.0,0.75,15.0
1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,57.0,44.0,1.0,16.0
5.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,70.0,41.0,0.6666666666666666,18.0
3.0,3.0,2.0,2.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,4.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,66.0,50.0,3.0,19.0
4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,50.0,41.0,0.75,13.0
4.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,5.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0,4.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,6.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,66.0,49.0,2.0,15.0
2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,65.0,40.0,0.5,14.0
3.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,5.0,4.0,1.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,61.0,32.0,0.75,18.0
4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,55.0,40.0,0.5,12.0
3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,54.0,42.0,0.3333333333333333,17.0
3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,59.0,35.0,1.25,18.0
5.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,70.0,53.0,0.3333333333333333,20.0
2.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,3.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,70.0,38.0,0.3333333333333333,19.0
2.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,41.0,54.0,1.5,16.0
5.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,75.0,50.0,1.0,15.0
4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,5.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,1.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,61.0,41.0,0.375,18.0
2.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,43.0,33.0,0.3333333333333333,18.0
5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,1.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,49.0,44.0,1.25,24.0
5.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,55.0,42.0,2.0,16.0
3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,1.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,51.0,38.0,1.0,15.0
2.0,5.0,1.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,60.0,43.0,2.0,13.0
4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,82.0,43.0,0.3333333333333333,24.0
3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,5.0,5.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,51.0,48.0,1.0,15.0
3.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,52.0,41.0,0.125,21.0
